FECHA,PRECIP,EVAP,TMAX,TMIN
17/11/1962,0,6.4,19,-0.5
18/11/1962,0,4.4,21,-1
19/11/1962,0,6.5,21.5,0
20/11/1962,0,6.1,20.5,3
21/11/1962,0,5.3,20,6
22/11/1962,0,5.3,22.5,2.5
23/11/1962,0,4.4,23,-1
24/11/1962,0,4.8,24,3
25/11/1962,0,4.8,23,7
26/11/1962,0,5.7,22.5,5
27/11/1962,0,3.8,22.5,1
28/11/1962,0,3.9,22,1
29/11/1962,0,3.1,20,1.5
30/11/1962,0,4.5,19.5,3
01/12/1962,0.01,5.9,19.5,4.5
02/12/1962,0,5.1,19,3.5
03/12/1962,0,4.4,21,1
04/12/1962,0,4.7,21,1
05/12/1962,0,3.7,23,0.5
06/12/1962,0,4.2,19,3
07/12/1962,0,3.4,21.5,6
08/12/1962,0,5.8,20.5,0.5
09/12/1962,5,4,20,3.5
10/12/1962,0,3.3,17,5
11/12/1962,0,4.5,19,1
12/12/1962,0,3.2,18,2
13/12/1962,0,3,19,0
14/12/1962,0,4.7,20,0.5
15/12/1962,0,3.7,21.5,1
16/12/1962,0,4.1,22,0
17/12/1962,0,4.2,23,2
18/12/1962,0,4.1,22,1
19/12/1962,0,3.9,21.5,4
